area,sub_area,dept,course_num,units,title,description
3,B,HUMI,7,4,The Arts and the Human Spirit,Explores the expression of spiritual and religious thought and aspiration in the arts. Examines religious art in various media in particular❤️ and analyzes the roles of creativity and spirituality in the arts in general. Critical❤️ reflective and experiential in approach.
3,B,HUMI,9,4,Introduction to Comparative Religion,An interdisciplinary examination and comparison of the religious dimensions of human life: history❤️ terminology❤️ emotional experiences❤️ concepts❤️ attitudes❤️ images❤️ material expressions❤️ conflicts❤️ myths❤️ metaphors❤️ symbols❤️ perceptions of nature and the natural environment and rituals relating to the particular social context of each tradition. Emphasis will be placed on the numerous practices and perspectives of women and men throughout time and from different cultures regarding their sense of the sacred.
3,B,HUMI,10,4,Global Religious Perspectives: Judaism❤️ Christianity and Islam,A historically grounded and contemporarily focused examination of the religious elements and experiences essential to the formation of the Western world view. Early Tribal❤️ European❤️ Asian❤️ Babylonian❤️ Persian❤️ and Egyptian content will be important❤️ while Judaism❤️ Christianity❤️ and Islam will be the central focus.
3,B,HUMI,13,4,Introduction to Korean Popular Culture,An interdisciplinary introduction to contemporary Korean popular culture which explores modern Korean society across a wide range of themes such as identity❤️ gender/sexuality❤️ love/marriage❤️ family and social value systems. Examines multilevels of the socio-construction of modern Korean society through TV drama (soap opera)❤️ film and pop music. Also❤️ it explores the unique patterns of Korean culture and Korean cultural issues related to contemporary Asian societies and global issues. No Korean language or studies experience necessary.
3,B,HUMI,14A,4,Indian Philosophy,A study of the development of philosophical thought in India. Primary emphasis is given to the orthodox darshanas❤️ especially Jaina.
3,B,HUMI,14B,4,Chinese Philosophy,An introduction to classical Chinese philosophies (roughly the philosophies that flourished in China prior to unification in 221 B.C.E.)❤️ emphasizing Confucianism❤️ Moism❤️ Yangism❤️ The Logicians❤️ Han Fei Tzu❤️ and the schools and texts that get antecedently labeled “Daoism.” In addition to the classical period of Chinese philosophy❤️ some attention will be given to the evolution of philosophical thought in China❤️ such as the introduction of Buddhism and other elements (as represented❤️ for example❤️ by Wang Yangming). Finally❤️ philosophical examination of contemporary China will be considered.
3,B,HUMI,14C,4,Japanese Philosophy,A study of philosophical thought in Japan including Zen Buddhism❤️ Shinto❤️ and contemporary thinkers.
3,B,HUMI,16,4,Arts❤️ Ideas and Values,Interdisciplinary introduction to artistic cultural studies. A critical analysis of the dynamic process through which contemporary cultural values and social constructions of gender❤️ ethnicity❤️ sexual orientation❤️ social class❤️ religion and globalization shape and have been shaped by artistic expression. Special emphasis is placed on art as a tool for social change.
3,B,HUMI,18,4,History as Mystery: A Critique of Western Perspectives in a Global Context,As history reveals❤️ it also conceals; so❤️ what do historical narratives conceal? What kind of historical scripts might emerge from our descendants based on our currentcultural artifacts? This is an interdisciplinary discussion that identifies❤️ examines❤️ analyzes and critiques fundamental western concepts from aesthetics❤️ history❤️ philosophy❤️ religion and science as representative of a perspective from an historical or cross-cultural context. Emphasis will be placed on how the past❤️ present❤️ and future have the potential to inform one another and are framed by perspective.
3,B,HUMI,20,4,The Greek Achievement,Critical examination and exploration of the intellectual and artistic achievements of the Ancient Greeks who created new cultural alternatives (experiences) and values in self-awareness❤️ rationalism❤️ community❤️ education❤️ ethics❤️ and justice. Particular attention will be paid to these experiences and values which will be explored and analyzed through Greek art❤️ architecture❤️ science❤️ philosophy❤️ drama❤️ poetry❤️ and religion.
3,B,ICS,11,4,The Roots of the African American Experience,An interdisciplinary course utilizing the award-winning docudrama “Roots: The Saga of an American Family”. An historical and aesthetic analysis of people of African descent in the United States. Emphasis on the colonial period❤️ antebellum era❤️ the Civil War and reconstruction period.
3,B,ICS,12,4,An Introduction to African American Literature,Surveys African American literature in all genres from the mid-eighteenth century to the present. Emphasizes the cultural❤️ historical and social contexts of African American oral and literary expression. Studies writers such as Phillis Wheatley❤️ Zora Neale Hurston❤️ Langston Hughes❤️ Richard Wright❤️ Alice Walker and Toni Morrison.
3,B,ICS,24,4,Asian Pacific American Literature,Introduction to Asian Pacific American literature. Through readings in twentieth and twenty-first century works❤️ students will explore and analyze identity issues related to complexities of identity as it relates to class❤️ gender❤️ mixed heritages❤️ and sexuality; politics and the history of Asian American activism and resistance to cultural marginalization; and diversity of cultures and experiences within the Asian Pacific American community
3,B,ICS,35,4,Chicano Literature,A survey of Chicano/a literature in its various forms❤️ with emphasis on contemporary authors❤️ from the 1940s to the present.
3,B,ICS,44,4,American Indian Religions,Survey of spirit beings❤️ prophesies❤️ and renewals of the Indian way through their land-based religions❤️ symbols and ceremonies. Tribal religions reviewed as they have been influenced by foreign influences and philosophies. Change and continuity of American indigenous values and tribalism as reflected through present-day spiritual issues in Indian America.
3,B,ICS,46,4,Literatures of America’s Native Peoples,Study of traditional and contemporary literature produced by native peoples of North America. Literary methods of analysis of contemporary American Indian poetry and fiction will be used to explore and formulate perspectives concerning Indian America in the 21st century.
3,B,INTL,11,4,Vietnamese Literature (from Tradition to Asian American Identity),An introduction to the humanities through a global perspective on Vietnamese and Vietnamese American literature. Exploration of oral tradition❤️ folk literature❤️ traditional elite literature❤️ modern prose❤️ exile writings by the first immigrant generation to the Vietnamese American expressions focusing on several major themes in literature: war and representations of Southeast Asians❤️ migration experience❤️ impacts of migration. Students develop a historical and aesthetic understanding of Vietnamese and Vietnamese American creative expressions❤️ with emphasis on native development and international influences.
3,B,INTL,13,4,Introduction to Korean Popular Culture,An interdisciplinary introduction to contemporary Korean popular culture which explores modern Korean society across a wide range of themes such as identity❤️ gender/sexuality❤️ love/marriage❤️ family and social value systems. Examines multilevels of the socio-construction of modern Korean society through TV drama (soap opera)❤️ film and pop music. Also❤️ it explores the unique patterns of Korean culture and Korean cultural issues related to contemporary Asian societies and global issues. No Korean language or studies experience necessary.
3,B,ITAL,3,5,Elementary Italian (Third Quarter),Further development of material presented in Italian 1 and 2. Continuation of introduction to the language and cultures of the Italian-speaking countries. Basic speaking❤️ listening❤️ reading❤️ and writing of Italian will be continued and practiced within a cultural framework. Emphasis will be on language as an expression of culture
3,B,JAPN,3,5,Elementary Japanese (Third Quarter),Continuation of introduction to the Japanese language and culture with further development of materials presented in Japanese 1 and 2. Emphasis will be on acquisition of the third-quarter high beginner level of four language skills (listening❤️ speaking❤️ reading and writing) as well as sociocultural knowledge which plays an important role in communicating in the target language. Oral practice based on understanding of the language structure will be further emphasized. More kanji❤️ Sino-Japanese characters will be introduced. Students are expected to integrate three writing systems in order to demonstrate authentic writing skills.
3,B,JAPN,4,5,Intermediate Japanese (First Quarter),The first-quarter of intermediate Japanese. Introduces the Japanese language and culture with the further development of materials presented in Japanese 3. The emphasis will be on the acquisition of the first-quarter low intermediate level of four language skills (listening❤️ speaking❤️ reading and writing) as well as the sociocultural knowledge which plays an important role in communicating in the target language. Oral practice is based on an understanding of the language structures which will also be further emphasized. More kanji❤️ Sino-Japanese characters will be introduced. Students will develop low intermediate level of reading strategies and writing skills integrating hiragana❤️ katakana and kanji.
3,B,JAPN,5,5,Intermediate Japanese (Second Quarter),The second-quarter of intermediate Japanese. Introduces the Japanese language and culture with further development of materials presented in Japanese 4. The emphasis will be on acquisition of the second-quarter intermediate level of four language skills (listening❤️ speaking❤️ reading❤️ and writing) as well as the sociocultural knowledge which plays an important role in communicating in the target language. Oral practice is based on understanding of the language structures which will also be emphasized. More kanji❤️ Sino-Japanese characters will be introduced. Students will develop intermediate level of reading strategies and writing skills integrating hiragana❤️ katakana❤️ and kanji.
3,B,JAPN,6,5,Intermediate Japanese (Third Quarter),The third-quarter of intermediate Japanese. Introduces the Japanese language and culture with further development of materials presented in Japanese 5. The emphasis will be on acquisition of the high intermediate level of four language skills (listening❤️ speaking❤️ reading and writing) as well as the sociocultural knowledge which plays an important role in communicating in the target language. Oral practice based on understanding of the language structures should also be emphasized. More kanji❤️ Sino-Japanese characters will be introduced. Students will develop high intermediate level of reading strategies and writing skills integrating hiragana❤️ katakana❤️ and kanji.
3,B,KORE,3,5,Elementary Korean (Third Quarter),Further development of materials presented in Korean 1 and 2. High beginning level language skills for oral and written communication in targeted language functions❤️ with focus on greater structural accuracy and communicative competence for a more complex/abstract range of information relating to high frequency situations. Better understanding of the Korean culture through text and out-of-text authentic materials.
3,B,KORE,4,5,Intermediate Korean (First Quarter),Review of grammar and discussion of grammatical features beyond the elementary level. Development of reading❤️ writing❤️ speaking and listening skills at the first intermediate level for an expanding range of somewhat sophisticated information. Reading and discussion of materials dealing with Korean literature❤️ arts❤️ history and culture.
3,B,KORE,5,5,Intermediate Korean (Second Quarter),Review of grammar and further discussion of grammatical features beyond the first intermediate level. Development of reading❤️ writing❤️ speaking and listening skills at the second intermediate level needed to spontaneously request and provide a greater range of more sophisticated information. Reading and discussion of texts dealing with Korean literature❤️ arts❤️ history and culture.
3,B,KORE,6,5,Intermediate Korean (Third Quarter),Continuation of Korean 5. Review of grammar and discussion of grammatical features needed to spontaneously and accurately request and provide information❤️ orally and in writing❤️ about a wide variety of topics. Development of reading❤️ writing❤️ speaking and listening skills at the third intermediate level. Reading and discussion of texts and out-of texts dealing with Korean literature❤️ arts❤️ history and culture.
3,B,LING,1,4,Introduction to Linguistics,Introduction to the study of how language works❤️ such as the basics of linguistic description❤️ including systems of phonetics and phonology❤️ semantics❤️ pragmatics❤️ morphology and syntax. Course may also include the development of spoken and written languages❤️ how people learn language❤️ how language changes❤️ the history of English❤️ American Sign Language❤️ and the study of general linguistic principles as they apply across languages.
3,B,MAND,3,5,Elementary Mandarin (Third Quarter),Further development of material presented in Mandarin 1 and 2. Completion of introduction to the language and cultures of Mandarin-speaking countries and communities. Basic speaking❤️ listening❤️ reading❤️ and writing of Mandarin will be further introduced and practiced within a cultural framework. Mandarin will be the primary language of instruction. Emphasis will be on language as an expression of culture and a medium of communication
3,B,MAND,4,5,Intermediate Mandarin (First Quarter),Read and discuss texts dealing with geography❤️ history❤️ social and cultural practices of the Chinese-speaking world. Review the linguistic functions and grammatical structures of first-year Chinese. Speaking❤️ listening❤️ reading❤️ and writing of the first-quarter low intermediate level of Mandarin will be introduced and practiced within a cultural framework.
3,B,MAND,5,5,Intermediate Mandarin (Second Quarter),Continuation of Mandarin 4. Read and discuss texts dealing with geography❤️ history❤️ literature❤️ social❤️ and cultural practices of the Chinese-speaking world. Review the linguistic functions and grammatical structures of intermediary Chinese. Speaking❤️ listening❤️ reading❤️ and writing of second-quarter intermediate level of Mandarin will be introduced and practiced within a cultural framework.
3,B,MAND,6,5,Intermediate Mandarin (Third Quarter),Continuation of Mandarin 5. Read❤️ discuss and analyze texts dealing with arts❤️ geography❤️ history❤️ literature❤️ social and cultural practices of the Chinese-speaking world. Review the linguistic functions and grammatical structures of intermediary Chinese. Speaking❤️ listening❤️ reading❤️ and writing of third-quarter high intermediate level of Mandarin will be introduced and practiced within a cultural framework.
3,B,PERS,3,5,Elementary Persian (Third Quarter),Further development of material presented in Persian 1 and 2 with further introduction to the language and cultures of the Persian-speaking countries. Basic speaking❤️ listening❤️ reading and writing of Persian introduced and practiced within a cultural framework. Language laboratory practice to reinforce pronunciation❤️ grammar❤️ and syntax.
3,B,PERS,4,5,Intermediate Persian (First Quarter),Reading and discussion of texts dealing with the literature❤️ arts❤️ geography❤️ history and culture of the Persian-speaking world. Review of the linguistic functions and grammar structures of introductory (elementary-level) Persian. Development of reading❤️ writing❤️ speaking and listening skills at the first intermediate level.
3,B,PERS,5,5,Intermediate Persian (Second Quarter),Reading and discussion of texts dealing with the literature❤️ arts❤️ geography❤️ history and culture of the Persian-speaking world. Review of the linguistic functions and grammar structures of introductory (elementary-level) Persian. Continued development of reading❤️ writing❤️ speaking and listening skills at the intermediate level.
3,B,PERS,6,5,Intermediate Persian (Third Quarter),Reading and discussion of texts dealing with the literature❤️ arts❤️ geography❤️ history and culture of the Persian-speaking world. Review of the linguistic functions and grammar structures of first-year Persian. Development of reading❤️ writing❤️ speaking and listening skills at the third-intermediate level.
3,B,PHIL,1,4,Knowledge and Reality,An introduction to two of the most fundamental branches of philosophy❤️ Epistemology (the study of knowledge and Metaphysics (the study of reality). Pluralistic approaches will be applied to classical and contemporary problems❤️ issues❤️ and figures
3,B,PHIL,2,4,Social and Political Philosophy,Examines fundamental issues and methods in social and political philosophy. Emphasis is placed upon historical development as well as contemporary issues and cultural contexts. Issues include rights❤️ equality❤️ freedom❤️ agency❤️ responsibility❤️ evil❤️ and social injustice.
3,B,PHIL,8,4,Ethics,An integrated and multicultural study of Ethical philosophy. Emphasis will be given to topics such as moral reflection❤️ moral reasoning❤️ moral decision making❤️ and action. The course examines many approaches to Ethics (both Eastern and Western). Readings will be selected from moral philosophy❤️ history❤️ psychology❤️ socio-cultural criticism❤️ ethnic studies❤️ and other sources (such as film and literature).
3,B,PHIL,9,4,Philosophy of Science,Examines central issues in the philosophy of science. Issues will include the aims of science❤️ scientific explanation❤️ the nature of scientific theories❤️ rationality and the development of science❤️ the relationship between natural and social sciences❤️ the influences of social phenomena such as race❤️ gender❤️ and culture on science❤️ and the influences of science on society
3,B,PHIL,14A,4,Indian Philosophy,A study of the development of philosophical thought in India. Primary emphasis is given to the orthodox darshanas❤️ especially Jaina.
3,B,PHIL,14B,4,Chinese Philosophy,An introduction to classical Chinese philosophies (roughly the philosophies that flourished in China prior to unification in 221 B.C.E.)❤️ emphasizing Confucianism❤️ Moism❤️ Yangism❤️ The Logicians❤️ Han Fei Tzu❤️ and the schools and texts that get antecedently labeled “Daoism.” In addition to the classical period of Chinese philosophy❤️ some attention will be given to the evolution of philosophical thought in China❤️ such as the introduction of Buddhism and other elements (as represented❤️ for example❤️ by Wang Yangming). Finally❤️ philosophical examination of contemporary China will be considered.
3,B,PHIL,14C,4,Japanese Philosophy,A study of philosophical thought in Japan including Zen Buddhism❤️ Shinto❤️ and contemporary thinkers.
3,B,PHIL,20A,4,History of Western Philosophy: Ancient Greece,Examination of the problems of knowledge❤️ reality❤️ truth❤️ value❤️ agency❤️ morality❤️ and wisdom in Greek philosophy from Thales to Aristotle. Emphasis will be given to applications of Greek thinking to social❤️ aesthetic❤️ cultural❤️ gender❤️ historical❤️ and religious issues.
3,B,PHIL,20B,4,History of Western Philosophy: 1400- 1800,An introduction to the major philosophers of the Western tradition from the Renaissance through the early modern period. Examination of the problems of knowledge❤️ reality❤️ truth❤️ freedom❤️ agency❤️ morality and value theory in figures from Descartes to Kant❤️ including marginalized figures and groups❤️ such as Elizabeth of Bohemia.
3,B,PHIL,20C,4,History of Western Philosophy: 1800- the Present,An introduction to the major philosophers of the Western tradition from 1900 to the present with an emphasis on major philosophers and movements that examine problems of knowledge❤️ reality❤️ truth❤️ value❤️ and human existence❤️ as well as their applications to the sciences and other fields❤️ such as cultural studies.
3,B,PHIL,24,4,Philosophy of Religion,An introduction to Philosophy of Religion investigating religious experience❤️ belief and life under the scope of philosophy. Analyzes issues including: the cognitive component in religious experience❤️ religion and feminism❤️ religious fundamentalism❤️ arguments for and against theism❤️ and attitudes toward both philosophy and religion in a variety of cultural contexts.
3,B,PHIL,30,4,Introduction to Existentialism,Examination of the problems of knowledge❤️ reality❤️ truth❤️ and value❤️ freedom❤️ and agency in existential thinkers. Emphasis will be given to existential applications to social❤️ aesthetic❤️ cultural❤️ gender❤️ historical❤️ and religious issues.
3,B,PHIL,49,4,Women and Philosophy,Examination of feminist theory❤️ “feminism❤️” feminist thought and the philosophy produced by a diverse range of women in philosophy. Investigation of the ways that understandings of the relations between the sexes have influenced the work of philosophers from different cultures.
3,B,RUSS,3,5,Elementary Russian (Third Quarter),Further development of material presented in Russian 1 and 2. Continuation of introduction to the language and culture of Russia. Elementary speaking❤️ listening❤️ reading❤️ and writing of Russian will be continued and practiced within a cultural framework. Emphasis will be on language as an expression of culture. Language laboratory will be practiced to reinforce pronunciation❤️ grammar❤️ syntax and conversations.
3,B,SIGN,3,5,Elementary American Sign Language (Third Quarter),Continuation of elementary American Sign Language (ASL) skills in targeted language functions with focus on greater structural accuracy and communicative competence. Study of deaf culture and the development and linguistics of American Sign Language. Taught in American Sign Language
3,B,SPAN,3,5,Elementary Spanish (Third Quarter),Development of elementary language skills for oral and written communication using language structures and functions targeted for the third level of elementary Spanish. Spanish is the working language. Focus is on greater structural accuracy and communicative competence within the framework of language as a fundamental aspect of culture. Language laboratory practice and/or assignments at home and/or in the language lab are an integral part of instruction❤️ supporting the development of language skills in the areas of pronunciation❤️ structure❤️ syntax and oral communication.
3,B,SPAN,4,5,Intermediate Spanish (First Quarter),Reading and discussion of texts dealing with the literature❤️ arts❤️ culture❤️ history and geography of the Spanish-speaking world. Review and expansion of the structures❤️ grammatical features and linguistic functions of elementary Spanish. Development of reading❤️ writing❤️ speaking and listening skills at the first intermediate level within the framework of language as a fundamental expression of culture.
3,B,SPAN,5,5,Intermediate Spanish (Second Quarter),Reading and discussion of texts dealing with the literature❤️ arts❤️ culture❤️ history and geography of the Spanish-speaking world. Review and expansion of the structures❤️ grammatical features and linguistic functions of Spanish 4. Development of reading❤️ writing❤️ speaking and listening skills at the second intermediate level within the framework of language as a fundamental expression of culture.
3,B,SPAN,6,5,Intermediate Spanish (Third Quarter),Reading and discussion of texts dealing with the literature❤️ arts❤️ culture❤️ history and geography of the Spanish-speaking world. Review and expansion of the structures❤️ grammatical features and linguistic functions of Spanish 5. Development of reading❤️ writing❤️ speaking and listening skills at the third intermediate level within the framework of language as a fundamental expression of culture.
3,B,VIET,3,5,Elementary Vietnamese (Third Quarter),Further development of material presented in Vietnamese 1 and Vietnamese 2. Basic speaking❤️ listening❤️ reading and writing of Vietnamese will be further introduced and practiced within a cultural framework. First introduction to popular sayings❤️ literary texts for a better examination and appreciation of Vietnamese language and culture❤️ life and civilization.
3,B,VIET,4,5,Intermediate Vietnamese (First Quarter),Reading and discussion of texts dealing with the literature❤️ arts❤️ geography❤️ history and the culture of the Vietnamese-speaking world. Review of the linguistic functions and grammar structures of first-year Vietnamese. Speaking❤️ listening❤️ reading and writing of the first quarter low intermediate level of Vietnamese will be introduced and practiced within a cultural framework.
3,B,VIET,5,5,Intermediate Vietnamese (Second Quarter),Continuation of Vietnamese 4. Review the linguistic functions and further discussion of grammatical features beyond the low intermediate level. Development of reading❤️ writing❤️ speaking and listening skills at the intermediate level needed to spontaneously request and provide a greater range of more sophisticated information. Read and discuss texts dealing with geography❤️ history❤️ literature❤️ social and cultural practices of the Vietnamese-speaking world.
3,B,VIET,6,5,Intermediate Vietnamese (Third Quarter),Continuation of Vietnamese 5. Complete review of the linguistic functions and the grammar structures of Vietnamese language and further discussion of grammatical features needed to spontaneously and accurately request and provide information❤️ orally and in writing❤️ about a wide variety of topics. Development of reading❤️ writing❤️ speaking and listening skills at the high intermediate level. Analysis and discussion of texts and out-of texts dealing with the literature❤️ arts❤️ history and culture of the Vietnamese-speaking world.
3,B,WMST,21,4,Women in Literature,Intensive study of representative literary works by or about women including an analysis of different historical❤️ cultural❤️ and critical perspectives.
3,B,WMST,49,4,Women and Philosophy,Examination of feminist theory❤️ “feminism❤️” feminist thought and the philosophy produced by a diverse range of women in philosophy. Investigation of the ways that understandings of the relations between the sexes have influenced the work of philosophers from different cultures.
4,A,ANTH,2,4,Cultural Anthropology,The anthropological approach to the study of human behavior from a cross- cultural❤️ comparative perspective. An exploration into the languages❤️ subsistence❤️ economics❤️ sociopolitical systems❤️ religions❤️ and world views of diverse world cultures. An assessment of the dynamics of culture change and the future prospects for humanity.
4,A,ANTH,3,4,Introduction to Archaeology,Introduction to the field of archaeology within the discipline of anthropology including discussion of scientific methods❤️ the history of archaeology❤️ field and laboratory methods used in the analysis of archaeological data❤️ and theories used to interpret the past. This course explores how archaeologists recover❤️ analyze material and reconstruct ancient cultures and societies. Archaeological ethics and real-world issues concerning looting❤️ collecting❤️ preservation❤️ and the role of indigenous peoples will be examined.
4,A,ANTH,4,4,World Prehistory,Worldwide patterns of cultural transformation❤️ from the earliest foraging societies to the development of agrarian states. The prehistoric interpretation of these changes based upon the comparison of archaeological evidence from Africa❤️ Asia❤️ Europe❤️ the Middle East❤️ the Americas❤️ and Oceania.
4,A,ANTH,6,4,Linguistic Anthropology,A cross-cultural investigation into the relationship between language and culture: language as a human attribute; language structure❤️ historical origins❤️ diversification❤️ and change; gender and cultural variations in language usage; comparative analysis and classification of world languages; the origins and development of writing; microelectronics and the advent of the information age; globalization and language.
4,A,ICS,37,4,Ancient People of Mesoamerica,Introductory survey of the development of pre-contact Mesoamerican indigenous cultures❤️ concluding with the Spanish invasion❤️ conquest and colonization of the Aztecs❤️ Maya and Zapotec peoples. A course of study commencing with the earliest known evidence of human occupation in Mesoamerica❤️ progressing through the development of agriculturally-based societies.
4,B,ECON,1,4,Principles of Macroeconomics,An introduction to macroeconomics focusing on aggregate economic analysis. Topics covered will include market systems❤️ aggregate measures of economic activity including national income accounting❤️ macroeconomic equilibrium❤️ money and the banking system❤️ money and the price level❤️ classical macro theory❤️ Keynesian macro theory❤️ monetary and fiscal policy❤️international trade and economic growth
4,B,ECON,2,4,Principles of Microeconomics,An introductory course focusing on choices of individual economic decision-makers. Examines fundamental microeconomic issues; the allocation of resources and the production function❤️ pricing of output and factors of production; the distribution of wealth and income; consumer motivations and behavior; the nature and behavior of business firms and markets under various degrees of competition and market failure.
4,C,ADMJ,29,4,Cultural Pluralism and American Law and Justice,An interdisciplinary study of marginalized peoples and their relationship to the law. Examines the legal perspective on cultural diversity in the United States by examining groups based on race❤️ ethnicity❤️ gender❤️ class❤️ religious background❤️ disability❤️ and sexual orientation. Analyzes how these groups interact with mainstream society through American law❤️ concentrating on both historical and contemporary state and federal legislation and court rulings. Analyzes how the courts play a role in determining the status of minority groups. Analyzes the effect of law on cultural pluralism and cultural diversity in the United States.
4,C,HIST ,18A,4,African American History Before 1865,History of the African American from the pre-European West African city state kingdoms to the end of the Civil War; major events in America’s development emphasizing the role of people of African descent in the political❤️ social and economic life of the United States; the institution of slavery; free Blacks in the north and the abolitionist movement.
4,C,HIST ,18B,4,African American History Since 1865,History of the African American in the United States since the Civil War; major events in America’s development emphasizing the role of people of African descent in the political❤️ social and economic life of the United States; reconstruction; Jim Crow era; Booker T. Washington and his critics; Martin Luther King❤️ Malcolm X and the Civil Rights Movement; the new reconstruction; and African Americans in the Reagan-Bush and Clinton eras.
4,C,ICS,4,4,Race❤️ Ethnicity and Inequality,An interdisciplinary examination of major concepts and controversies in study of racial and ethnic difference in the United States. Exploration of race and ethnicity as historical and contemporary categories of identification in the context of social inequality. Social movements and policy debates on racial equity will be analyzed.
4,C,ICS,8,4,Women of Color in the USA,An interdisciplinary❤️ multi perspective and comparative study of the experiences of women of color in the United States. The constructs of race❤️ ethnicity❤️ class❤️ gender and sexuality as they relate to social institutions and national ideologies will be explored. Examination and analysis of the historical❤️ political❤️ and economic influences that have informed the relationships between women of color and white women in the U.S.A❤️ is foundational to this course.
4,C,ICS,9,4,Exploring Race and Ethnic Relations,Interdisciplinary examination of historical and contemporary race and ethnic relations in the United States. Topics include racial and ethnic identity❤️ racial privilege and inequality❤️ theories of race and racial ideology❤️ and pluralism and the work of anti-racism. Application of theories❤️ concepts❤️ and research frameworks towards studying race and ethnicity in local contexts.
4,C,ICS,10,4,An Introduction to African American Studies,A broad-based survey of African American life and culture. Through a variety of cross-disciplinary perspectives❤️ including history❤️ literature❤️ philosophy❤️ politics❤️ socio-economics❤️ and the arts❤️ students gain insights into African American experiences in the United States.
4,C,ICS,11,4,The Roots of the African American Exeperience,An interdisciplinary course utilizing the award-winning docudrama “Roots: The Saga of an American Family”. An historical and aesthetic analysis of people of African descent in the United States. Emphasis on the colonial period❤️ antebellum era❤️ the Civil War and reconstruction period.
4,C,ICS,18A,4,African American History Before 1865,History of the African American from the pre-European West African city state kingdoms to the end of the Civil War; major events in America’s development emphasizing the role of people of African descent in the political❤️ social and economic life of the United States; the institution of slavery; free Blacks in the north and the abolitionist movement.
4,C,ICS,18B,4,African American History Since 1865,History of the African American in the United States since the Civil War; major events in America’s development emphasizing the role of people of African descent in the political❤️ social and economic life of the United States; reconstruction; Jim Crow era; Booker T. Washington and his critics; Martin Luther King❤️ Malcolm X and the Civil Rights Movement; the new reconstruction; and African Americans in the Reagan-Bush and Clinton eras.
4,C,ICS,20,4,Asian American Experiences in History,Experiences of Asian immigrant communities in the United States from the 19th Century to the Asian American Movement of the late 1960s.
4,C,ICS,21,4,Introduction to Pacific Islander History and Culture,An interdisciplinary introduction to and survey of the Pacific Islander/American in the United States. Emphasis will be placed on history and contemporary issues in Pacific Islander/American communities. An examination of intergroup (e.g. Native Hawaiian❤️ Samoan American❤️ Tongan❤️ Filipina/o American❤️ Native American❤️ Chamorro❤️ Fijian❤️ Maori❤️ Tahitian❤️ Melanesia❤️ Micronesia❤️ Polynesian❤️ etc.) and intra-group challenges within today’s ethnic communities.
4,C,ICS,22,4,Contemporary Issues in the Asian American Communities,Experiences of contemporary Asian Americans are examined in terms of issues such as identity❤️ community❤️ youth❤️ and empowerment❤️ with an interdisciplinary approach based on Asian American Studies and the social sciences
4,C,ICS,29,4,Cultural Pluralism and American Law and Justice,An interdisciplinary study of marginalized peoples and their relationship to the law. Examines the legal perspective on cultural diversity in the United States by examining groups based on race❤️ ethnicity❤️ gender❤️ class❤️ religious background❤️ disability❤️ and sexual orientation. Analyzes how these groups interact with mainstream society through American law❤️ concentrating on both historical and contemporary state and federal legislation and court rulings. Analyzes how the courts play a role in determining the status of minority groups. Analyzes the effect of law on cultural pluralism and cultural diversity in the United States.
4,C,ICS,30,4,Introduction to Chicano Studies,An exploration of the Chicano experience with emphasis on the cultural and historical development❤️ the socioeconomic and political status of the contemporary Chicano/a.
4,C,ICS,31,4,Chicano Culture,Survey of the origins and development of Chicano culture with emphasis on the religions❤️ philosophies❤️ and lifestyles of the Chicano.
4,C,ICS,32,4,Chicano History,A history of the Chicano people❤️ surveying pre-Columbian origins❤️ with emphasis on the period since 1848 in the United States Southwest.
4,C,ICS,36,4,Grassroots Democracy: Social Movements Since the 1960s,Applied and theoretical learning for students of social justice❤️ this course is a comparative survey of protest movements since the 1960s. An introductory❤️ comparative❤️ and interdisciplinary study of Mexican American❤️ African American❤️ Asian American❤️ and white working class social and political struggles from 1960 to the present. The course traces the development of protest movements in response to racial❤️ class❤️ gender❤️ and political inequality in the context of U.S. politics and history. The course critically examines the internal and external factors contributing to the rise and fall of social and political movements with special attention to the conjuncture of ecology❤️ gender❤️ race❤️ ethnicity❤️ culture❤️ class❤️ and sexual orientation in contemporary U.S. politics.
4,C,ICS,41,4,American Indians in Contemporary Society,Sociological understanding of the American Indian groups in contemporary society with emphasis on the relationship to dominant society. American Indian economic❤️ political❤️ legal and cultural changes in the 21st century. Emphasis on issues of identity❤️ the role of the federal government❤️ gaming and self-determination.
4,C,ICS,42,4,American Indian Peoples of California,A survey of the American Indian peoples of California❤️ including their histories and cultures from oral traditions to contemporary issues❤️ with a focus on selected Indian tribes and communities.
4,C,ICS,43,4,U.S. History from an American Indian Perspective,Study of U.S. history from an indigenous perspective pre-Columbian contact to present. Examines Native American societies with attention to white intrusion❤️ U.S. constitution and legislation to remove American Indians❤️ control their land and the impact upon indigenous cultures and society
4,C,POLI,16,4,Grassroots Democracy: Social Movements Since the 1960s,Applied and theoretical learning for students of social justice❤️ this course is a comparative survey of protest movements since the 1960s. An introductory❤️ comparative❤️ and interdisciplinary study of Mexican American❤️ African American❤️ Asian American❤️ and white working class social and political struggles from 1960 to the present. The course traces the development of protest movements in response to racial❤️ class❤️ gender❤️ and political inequality in the context of U.S. politics and history. The course critically examines the internal and external factors contributing to the rise and fall of social and political movements with special attention to the conjuncture of ecology❤️ gender❤️ race❤️ ethnicity❤️ culture❤️ class❤️ and sexual orientation in contemporary U.S. politics.
